Subject,Age,CharacterCode,Item,ISI_Sequence,ISI,ISD,BoundaryCode,ReadingScore
403,24,CT4,CT4_1,1,156,68.11754546,Non,52
404,19,IL2,IL2_8,8,156,49.40647731,Non,38
406,27,IR2,IR2_6,6,156,61.91122677,Non,28
501,21,IL4,IL4_7,7,156,46.81879964,Non,45
510,21,IL2,IL2_7,7,156,39.69778961,Non,67
008,21,CR3,CR3_10,10,156,35.51024218,Non,72
008,21,CL4,CL4_5,5,156,16.98816647,Non,72
008,21,CR1,CR1_5,5,156,31.10135206,Non,72
008,21,CL1,CL1_3,3,156,16.65622106,Non,72
008,21,CL1,CL1_4,4,156,26.98379699,Non,72
301,23,IL3,IL3_6,6,156,30.11627633,Non,28
301,23,IB1,IB1_8,8,156,26.57066051,Non,28
405,38,CT2,CT2_3,3,157,85.44003745,Non,71
001,20,CR1,CR1_4,4,157,40.95726553,Non,88
502,26,CT3,CT3_1,1,157,47.7292887,Non,44
502,26,IT4,IT4_11,11,157,38.44607912,Non,44
502,26,IL2,IL2_7,7,157,62.77853933,Non,44
502,26,CL1,CL1_1,1,157,78.06590613,Non,44
505,25,CL3,CL3_7,7,157,63.96724318,Non,51
507,23,IL1,IL1_1,1,157,95.84858737,Non,48
401,26,CB4,CB4_7,7,157,111.4876661,Non,52
510,21,CT4,CT4_8,8,157,32.75667871,Non,67
510,21,CR1,CR1_10,10,157,27.13366175,Non,67
510,21,IB2,IB2_14,14,157,33.33873723,Non,67
008,21,CT3,CT3_12,12,157,34.9324491,Non,72
301,23,CL4,CL4_5,5,157,14.75460945,Non,28
408,22,IR2,IR2_10,10,157,39.8246155,Non,35
001,20,IT3,IT3_3,3,158,46.5188134,Non,88
001,20,CB1,CB1_9,9,158,26.62220314,Non,88
505,25,CR3,CR3_2,2,158,51.04809105,Non,51
505,25,IL3,IL3_7,7,158,55.09735747,Non,51
505,25,IL4,IL4_4,4,158,63.18854089,Non,51
505,25,IR1,IR1_4,4,158,34.57674652,Non,51
401,26,CT3,CT3_2,2,158,108.2548586,Non,52
403,24,CT1,CT1_1,1,158,46.09772229,Non,52
404,19,IL3,IL3_7,7,158,56.8594759,Non,38
404,19,CR3,CR3_12,12,158,72.86288493,Non,38
404,19,CT3,CT3_4,4,158,81.27115109,Non,38
404,19,CR4,CR4_1,1,158,43.93176527,Non,38
008,21,IL1,IL1_1,1,158,30.88223599,Non,72
408,22,IL1,IL1_6,6,158,43.01162634,Non,35
408,22,CB2,CB2_7,7,158,17.20465053,Non,35
408,22,IB1,IB1_8,8,158,22.8035085,Non,35
408,22,CR1,CR1_1,1,158,31.06444913,Non,35
408,22,CR1,CR1_7,7,158,55.4436651,Non,35
408,22,CR2,CR2_12,12,158,54.08326913,Non,35
408,22,IT1,IT1_12,12,158,38.63935817,Non,35
602,29,IL2,IL2_11,11,159,40.31128874,Non,74
509,25,CB1,CB1_10,10,159,81.59684124,Non,47
502,26,CL3,CL3_8,8,159,51.03057319,Non,44
404,19,IB4,IB4_2,2,159,64.40496875,Non,38
003,20,CR2,CR2_10,10,159,63.51377803,Non,38
510,21,CB1,CB1_1,1,159,32.88378476,Non,67
008,21,CT2,CT2_13,13,159,35.01871642,Non,72
408,22,CR1,CR1_4,4,159,29.69848481,Non,35
408,22,CT1,CT1_3,3,159,47.5394573,Non,35
509,25,CR1,CR1_8,8,160,54.08963024,Non,47
509,25,CR4,CR4_5,5,160,60.48929244,Non,47
509,25,IR1,IR1_11,11,160,84.02417569,Non,47
509,25,CL4,CL4_7,7,160,30.83570171,Non,47
509,25,IT3,IT3_1,1,160,36.79049062,Non,47
001,20,IL4,IL4_10,10,160,75.61084578,Non,88
001,20,IB1,IB1_3,3,160,29.99042681,Non,88
001,20,IR2,IR2_1,1,160,66.3205285,Non,88
001,20,CT2,CT2_11,11,160,19.9824548,Non,88
001,20,CB2,CB2_7,7,160,20.26319817,Non,88
502,26,CR3,CR3_13,13,160,76.13222708,Non,44
502,26,CL3,CL3_2,2,160,46.28292234,Non,44
505,25,IR3,IR3_10,10,160,27.47991448,Non,51
401,26,IL4,IL4_5,5,160,44.4700371,Non,52
401,26,CT3,CT3_7,7,160,109.0969133,Non,52
003,20,CL1,CL1_4,4,160,49.92995093,Non,38
510,21,IL3,IL3_1,1,160,108.9082182,Non,67
008,21,CL1,CL1_1,1,160,30.45537719,Non,72
008,21,IR2,IR2_2,2,160,22.94974074,Non,72
008,21,IR2,IR2_3,3,160,33.73470616,Non,72
509,25,CB1,CB1_4,4,161,37.04839673,Non,47
509,25,IT3,IT3_4,4,161,43.38215878,Non,47
001,20,CR1,CR1_1,1,161,9.038257575,Non,88
001,20,CT2,CT2_10,10,161,35.94767586,Non,88
502,26,IB3,IB3_1,1,161,26.19603405,Non,44
502,26,CR4,CR4_5,5,161,60.84005588,Non,44
502,26,IL1,IL1_1,1,161,81.03936821,Non,44
505,25,IL3,IL3_3,3,161,58.91609797,Non,51
505,25,IB4,IB4_2,2,161,63.55368439,Non,51
505,25,IL1,IL1_7,7,161,75.86093132,Non,51
505,25,CB2,CB2_9,9,161,58.69284454,Non,51
507,23,IT4,IT4_10,10,161,75.89153444,Non,48
507,23,CT2,CT2_9,9,161,60.02278984,Non,48
401,26,CB4,CB4_5,5,161,48.84518912,Non,52
401,26,CB3,CB3_5,5,161,80.22825936,Non,52
401,26,IL4,IL4_10,10,161,94.35,Non,52
401,26,CT3,CT3_5,5,161,42.87854942,Non,52
510,21,CR3,CR3_2,2,161,64.88451279,Non,67
510,21,CR4,CR4_5,5,161,72.11102551,Non,67
510,21,CR2,CR2_7,7,161,30.4421287,Non,67
008,21,CB4,CB4_7,7,161,51.89588905,Non,72
008,21,IT2,IT2_2,2,161,38.13612592,Non,72
008,21,IR2,IR2_1,1,161,67.79141686,Non,72
301,23,IB4,IB4_10,10,161,11.15754901,Non,28
509,25,CT1,CT1_4,4,162,31.5521283,Non,47
509,25,CL4,CL4_2,2,162,87.99130014,Non,47
502,26,CL3,CL3_9,9,162,57.95657771,Non,44
505,25,CL4,CL4_7,7,162,37.91584629,Non,51
505,25,IR3,IR3_3,3,162,64.49777981,Non,51
507,23,IB4,IB4_6,6,162,44.14876782,Non,48
507,23,IB2,IB2_7,7,162,51.52795746,Non,48
507,23,IB1,IB1_3,3,162,81.9,Non,48
401,26,IR3,IR3_4,4,162,111.0705325,Non,52
401,26,IL4,IL4_12,12,162,78.02102089,Non,52
401,26,CT3,CT3_10,10,162,63.28262005,Non,52
401,26,IB4,IB4_6,6,162,53.17717179,Non,52
403,24,CT1,CT1_4,4,162,74.33034374,Non,52
403,24,CB1,CB1_11,11,162,70.83784299,Non,52
510,21,IL4,IL4_7,7,162,31.6227766,Non,67
510,21,CT2,CT2_10,10,162,47.21784091,Non,67
510,21,CR2,CR2_6,6,162,30.3005165,Non,67
008,21,IT2,IT2_3,3,162,34.11217378,Non,72
008,21,CL2,CL2_3,3,162,23.69469983,Non,72
008,21,CT2,CT2_1,1,162,39.97198644,Non,72
008,21,CT1,CT1_6,6,162,18.55259012,Non,72
408,22,IR1,IR1_1,1,162,17.80449381,Non,35
505,25,CB1,CB1_6,6,163,83.32515827,Non,51
507,23,IL1,IL1_4,4,163,111.1236091,Non,48
401,26,IR3,IR3_5,5,163,55.31271463,Non,52
401,26,IR3,IR3_8,8,163,125.7360131,Non,52
403,24,IT1,IT1_4,4,163,53.66563146,Non,52
403,24,IT1,IT1_6,6,163,57.56735186,Non,52
003,20,CB2,CB2_14,14,163,77.1621669,Non,38
510,21,CB2,CB2_10,10,163,32.20333057,Non,67
008,21,CL2,CL2_10,10,163,16.00702971,Non,72
408,22,IL1,IL1_8,8,163,44.01136217,Non,35
408,22,CT2,CT2_3,3,163,50.93132631,Non,35
001,20,CR3,CR3_12,12,164,82.87339742,Non,88
001,20,CL2,CL2_4,4,164,23.33350595,Non,88
001,20,IB2,IB2_10,10,164,33.02088581,Non,88
502,26,CT3,CT3_7,7,164,48.66188755,Non,44
502,26,IT4,IT4_6,6,164,28.17411933,Non,44
502,26,CR1,CR1_6,6,164,76.53510894,Non,44
502,26,CT2,CT2_1,1,164,83.78076211,Non,44
401,26,CL3,CL3_2,2,164,86.65502755,Non,52
003,20,IR1,IR1_3,3,164,41.72529209,Non,38
003,20,IB2,IB2_15,15,164,41.48493703,Non,38
510,21,CL2,CL2_10,10,164,19.92497177,Non,67
510,21,IT2,IT2_11,11,164,23.635797,Non,67
008,21,CR2,CR2_12,12,164,47.95014181,Non,72
301,23,IB3,IB3_8,8,164,41.28884837,Non,28
408,22,CT2,CT2_5,5,164,15.62049935,Non,35
408,22,IT1,IT1_1,1,164,24.04163056,Non,35
408,22,CL2,CL2_4,4,164,34.13209633,Non,35
405,38,CB2,CB2_9,9,165,109.2016483,Non,71
405,38,CR4,CR4_6,6,165,45.17742799,Non,71
405,38,IL3,IL3_5,5,165,180.9447429,Non,71
601,30,IL1,IL1_1,1,165,86.092973,Non,39
601,30,IR1,IR1_2,2,165,135.7718675,Non,39
601,30,IR1,IR1_13,13,165,26,Non,39
601,30,IR2,IR2_10,10,165,69.89277502,Non,39
601,30,IR4,IR4_2,2,165,94.42986816,Non,39
508,26,IT1,IT1_11,11,165,52.77309921,Non,35
001,20,IR3,IR3_10,10,165,83.6480723,Non,88
502,26,CT1,CT1_4,4,165,42.27934839,Non,44
401,26,IR2,IR2_10,10,165,58.89821729,Non,52
401,26,CB2,CB2_7,7,165,43.41658669,Non,52
401,26,CB2,CB2_14,14,165,87.658428,Non,52
401,26,IR1,IR1_1,1,165,29.15475947,Non,52
401,26,CT2,CT2_1,1,165,141.0283659,Non,52
401,26,CT2,CT2_10,10,165,140.7302384,Non,52
401,26,IL1,IL1_6,6,165,90.68627239,Non,52
401,26,CL2,CL2_3,3,165,116.9316039,Non,52
401,26,CR1,CR1_1,1,165,26.92582404,Non,52
401,26,CR1,CR1_7,7,165,80.95060222,Non,52
403,24,CT4,CT4_3,3,165,116.6619047,Non,52
403,24,IB4,IB4_4,4,165,156.3873396,Non,52
404,19,IB4,IB4_10,10,165,58.13776741,Non,38
404,19,CT1,CT1_3,3,165,51.4781507,Non,38
003,20,CT1,CT1_7,7,165,37.33630941,Non,38
003,20,CR2,CR2_1,1,165,60,Non,38
003,20,IB1,IB1_2,2,165,64.47480128,Non,38
510,21,CT2,CT2_9,9,165,37.86669777,Non,67
008,21,CR2,CR2_2,2,165,36.47210578,Non,72
008,21,CB1,CB1_2,2,165,48.50250818,Non,72
008,21,CT2,CT2_6,6,165,12.33955023,Non,72
301,23,IR3,IR3_9,9,165,44.78021103,Non,28
408,22,IR1,IR1_9,9,165,30.47950131,Non,35
408,22,IB1,IB1_7,7,165,25.07987241,Non,35
405,38,CB2,CB2_3,3,166,129.5299193,Non,71
405,38,CB1,CB1_8,8,166,171.5488269,Non,71
405,38,IL1,IL1_10,10,166,88.48163651,Non,71
405,38,IT1,IT1_10,10,166,70.61161378,Non,71
405,38,IB4,IB4_5,5,166,91.67878708,Non,71
405,38,IB4,IB4_7,7,166,110.390217,Non,71
405,38,IT4,IT4_6,6,166,101.9803903,Non,71
405,38,CR2,CR2_1,1,166,115.0043477,Non,71
405,38,IR2,IR2_2,2,166,77.20103626,Non,71
405,38,CT2,CT2_2,2,166,112.200713,Non,71
405,38,CB3,CB3_4,4,166,126.2537128,Non,71
405,38,IL4,IL4_8,8,166,118.8486432,Non,71
405,38,CL2,CL2_3,3,166,113.3578405,Non,71
405,38,CL4,CL4_1,1,166,119.707978,Non,71
405,38,CL1,CL1_2,2,166,123.4706443,Non,71
601,30,IL3,IL3_6,6,166,113.6485812,Non,39
601,30,IL3,IL3_7,7,166,145.7257699,Non,39
601,30,IL1,IL1_2,2,166,109.5627674,Non,39
601,30,CL3,CL3_5,5,166,162.788206,Non,39
601,30,IL4,IL4_1,1,166,122.1556384,Non,39
601,30,IL4,IL4_6,6,166,179.5132307,Non,39
601,30,IR1,IR1_7,7,166,196.6977377,Non,39
601,30,CR4,CR4_5,5,166,150.3329638,Non,39
601,30,CR4,CR4_10,10,166,72.6704892,Non,39
601,30,IT2,IT2_3,3,166,116.1077086,Non,39
508,26,CT2,CT2_7,7,166,50.32891813,Non,35
508,26,CR2,CR2_6,6,166,59.13543777,Non,35
508,26,CR2,CR2_7,7,166,47.51841748,Non,35
001,20,CB2,CB2_5,5,166,25.77381617,Non,88
001,20,CB1,CB1_3,3,166,27.08366666,Non,88
001,20,CT1,CT1_3,3,166,28.97280967,Non,88
502,26,IT1,IT1_4,4,166,28.01729823,Non,44
502,26,IL1,IL1_7,7,166,82.3987148,Non,44
401,26,CB2,CB2_3,3,166,104.1393297,Non,52
401,26,IT2,IT2_10,10,166,42.63801121,Non,52
401,26,IB2,IB2_10,10,166,103.0776406,Non,52
401,26,IL2,IL2_2,2,166,72.71863585,Non,52
403,24,IL3,IL3_2,2,166,73.59347797,Non,52
403,24,CT3,CT3_10,10,166,93.9840412,Non,52
404,19,CR3,CR3_4,4,166,51.86520992,Non,38
404,19,CB1,CB1_3,3,166,86.40023148,Non,38
404,19,IR1,IR1_9,9,166,94.33981132,Non,38
404,19,IR1,IR1_11,11,166,87.32124598,Non,38
404,19,CR1,CR1_12,12,166,83.86298349,Non,38
404,19,IR2,IR2_8,8,166,111.4001795,Non,38
404,19,CL2,CL2_4,4,166,77.1038261,Non,38
404,19,IL1,IL1_3,3,166,109.0779538,Non,38
404,19,IL1,IL1_6,6,166,85.88364221,Non,38
406,27,IB3,IB3_3,3,166,35.60898763,Non,28
406,27,CT4,CT4_9,9,166,62.2655603,Non,28
501,21,IT1,IT1_1,1,166,58.00862005,Non,45
501,21,IB1,IB1_7,7,166,39.8246155,Non,45
501,21,IT2,IT2_3,3,166,95.01578816,Non,45
501,21,IB2,IB2_3,3,166,94.51454914,Non,45
504,22,CR3,CR3_1,1,166,60.81118318,Non,59
504,22,CR3,CR3_2,2,166,83.63013811,Non,59
504,22,IR4,IR4_6,6,166,50.99019514,Non,59
504,22,IR3,IR3_5,5,166,60.53924347,Non,59
504,22,IT4,IT4_2,2,166,103.7689742,Non,59
504,22,IT4,IT4_4,4,166,87.02298547,Non,59
504,22,IT4,IT4_9,9,166,64.84597135,Non,59
504,22,CB3,CB3_7,7,166,50.60632372,Non,59
504,22,CT3,CT3_1,1,166,119.707978,Non,59
504,22,IB3,IB3_4,4,166,65.19202405,Non,59
504,22,CR4,CR4_4,4,166,132.3820229,Non,59
504,22,CT4,CT4_4,4,166,132.6197572,Non,59
504,22,CL3,CL3_8,8,166,64.32728814,Non,59
504,22,CL2,CL2_10,10,166,58.05170109,Non,59
504,22,CR1,CR1_3,3,166,69.37578828,Non,59
504,22,IT1,IT1_9,9,166,63.81222453,Non,59
504,22,IT1,IT1_11,11,166,46.5295605,Non,59
003,20,IL4,IL4_4,4,166,45.17742799,Non,38
003,20,IL4,IL4_10,10,166,68.02940541,Non,38
510,21,IR3,IR3_1,1,166,49.2036584,Non,67
301,23,CL4,CL4_2,2,166,19.41576936,Non,28
408,22,CB1,CB1_1,1,166,38.47076812,Non,35
405,38,CB2,CB2_12,12,167,111.7586686,Non,71
405,38,IR4,IR4_2,2,167,79.84985911,Non,71
405,38,CR2,CR2_2,2,167,54.03702434,Non,71
405,38,CB3,CB3_7,7,167,71.61005516,Non,71
405,38,CL2,CL2_10,10,167,87.96590248,Non,71
405,38,CL4,CL4_8,8,167,52.34500931,Non,71
405,38,CL1,CL1_4,4,167,84.17244205,Non,71
601,30,IT1,IT1_2,2,167,112.4855546,Non,39
601,30,IT1,IT1_12,12,167,168.1814496,Non,39
601,30,IL3,IL3_1,1,167,184.4586675,Non,39
601,30,CB2,CB2_9,9,167,168.2408987,Non,39
601,30,CT4,CT4_7,7,167,137.640837,Non,39
601,30,CB1,CB1_1,1,167,100.079968,Non,39
601,30,CB1,CB1_10,10,167,58.52349955,Non,39
601,30,CT3,CT3_2,2,167,88.25531145,Non,39
601,30,IL4,IL4_7,7,167,59.68249325,Non,39
601,30,IT4,IT4_10,10,167,92.84934033,Non,39
601,30,IT4,IT4_11,11,167,80.9197133,Non,39
601,30,IT2,IT2_6,6,167,112.6099463,Non,39
601,30,IT2,IT2_7,7,167,186.3571839,Non,39
602,29,CT1,CT1_6,6,167,96.64884893,Non,74
602,29,CT1,CT1_8,8,167,92.44457799,Non,74
508,26,CR2,CR2_5,5,167,64.66065264,Non,35
001,20,CR3,CR3_6,6,167,64.19501538,Non,88
001,20,IR3,IR3_8,8,167,97.86725704,Non,88
001,20,IL2,IL2_2,2,167,16.89937573,Non,88
502,26,CR4,CR4_8,8,167,54.27848561,Non,44
502,26,IL1,IL1_3,3,167,58.4074824,Non,44
505,25,CB3,CB3_1,1,167,66.80926059,Non,51
401,26,IR1,IR1_7,7,167,140.1178076,Non,52
403,24,IR4,IR4_2,2,167,98.00510191,Non,52
403,24,IT1,IT1_1,1,167,73.06161783,Non,52
404,19,IL3,IL3_1,1,167,26.17250466,Non,38
404,19,IL3,IL3_3,3,167,62.96824597,Non,38
404,19,CR3,CR3_7,7,167,64.93843238,Non,38
404,19,CT3,CT3_1,1,167,69.0651866,Non,38
404,19,CT3,CT3_5,5,167,56.43580424,Non,38
404,19,CL2,CL2_10,10,167,74.81310046,Non,38
404,19,IT1,IT1_3,3,167,56.22277119,Non,38
501,21,IR1,IR1_5,5,167,26.2488095,Non,45
501,21,IR1,IR1_6,6,167,146.1677119,Non,45
501,21,IT1,IT1_7,7,167,82.66196223,Non,45
501,21,CL2,CL2_10,10,167,56.5154846,Non,45
501,21,CB1,CB1_3,3,167,73,Non,45
501,21,IT2,IT2_2,2,167,79.30952024,Non,45
501,21,IT2,IT2_6,6,167,71.47027354,Non,45
501,21,IL1,IL1_1,1,167,70.21395873,Non,45
501,21,IR2,IR2_8,8,167,91.02197537,Non,45
501,21,IR2,IR2_10,10,167,67.42403132,Non,45
504,22,IT3,IT3_4,4,167,94.9210198,Non,59
504,22,IT4,IT4_1,1,167,82.85529555,Non,59
504,22,CT4,CT4_9,9,167,66.60330322,Non,59
504,22,CT1,CT1_3,3,167,57.72347876,Non,59
504,22,IB1,IB1_7,7,167,112.3788236,Non,59
003,20,IL4,IL4_11,11,167,21.63330765,Non,38
003,20,IL1,IL1_6,6,167,37.57658846,Non,38
003,20,CT2,CT2_9,9,167,37.33630941,Non,38
510,21,CB2,CB2_14,14,167,3.128146416,Non,67
510,21,IB2,IB2_11,11,167,40.62016371,Non,67
008,21,CR3,CR3_4,4,167,45.23570492,Non,72
008,21,IT1,IT1_9,9,167,24.27329603,Non,72
301,23,IR3,IR3_10,10,167,23.93338254,Non,28
301,23,IL2,IL2_11,11,167,108.1896483,Non,28
408,22,CR3,CR3_7,7,167,40.79215611,Non,35
408,22,CB2,CB2_1,1,167,33.73425559,Non,35
405,38,CB2,CB2_11,11,168,102.6498904,Non,71
601,30,IT1,IT1_1,1,168,84.50443775,Non,39
601,30,IT2,IT2_10,10,168,74.14849965,Non,39
509,25,IT3,IT3_3,3,168,94.30069459,Non,47
502,26,CR3,CR3_11,11,168,57.19854019,Non,44
502,26,IL2,IL2_4,4,168,50.55560998,Non,44
505,25,CR4,CR4_6,6,168,53.4536603,Non,51
501,21,IB2,IB2_13,13,168,66.21178143,Non,45
510,21,CT4,CT4_5,5,168,49.49747468,Non,67
510,21,CB2,CB2_1,1,168,49.12914614,Non,67
510,21,CR2,CR2_8,8,168,30.20476949,Non,67
008,21,CT1,CT1_10,10,168,28.1838624,Non,72
301,23,IB3,IB3_6,6,168,31.41835928,Non,28
405,38,IT1,IT1_12,12,169,77.87810989,Non,71
601,30,IR2,IR2_8,8,169,93.52005133,Non,39
509,25,CT1,CT1_3,3,169,31.85477672,Non,47
509,25,CT3,CT3_2,2,169,103.4270724,Non,47
509,25,CB1,CB1_2,2,169,86.82688178,Non,47
001,20,CR3,CR3_5,5,169,38.60051813,Non,88
001,20,IT1,IT1_4,4,169,28.53540958,Non,88
001,20,CB1,CB1_1,1,169,41.05352604,Non,88
502,26,CB3,CB3_6,6,169,62.01778455,Non,44
502,26,CT2,CT2_11,11,169,49.38953837,Non,44
505,25,CB2,CB2_11,11,169,52.97844562,Non,51
507,23,IB3,IB3_5,5,169,88.65471956,Non,48
510,21,CR3,CR3_7,7,169,32.80243893,Non,67
510,21,CR4,CR4_8,8,169,39.69886648,Non,67
008,21,IB2,IB2_14,14,169,25.857409,Non,72
301,23,IR3,IR3_1,1,169,15.26055373,Non,28
601,30,IL4,IL4_8,8,170,80.95677859,Non,39
601,30,IB2,IB2_2,2,170,86.27861844,Non,39
509,25,CR4,CR4_3,3,170,80.83414378,Non,47
509,25,CL4,CL4_5,5,170,54.45063269,Non,47
509,25,IL2,IL2_10,10,170,63.33144953,Non,47
508,26,CR1,CR1_6,6,170,102.1812116,Non,35
508,26,IL1,IL1_3,3,170,83.18653737,Non,35
001,20,CL1,CL1_7,7,170,28.8554345,Non,88
001,20,CB1,CB1_2,2,170,41.03719289,Non,88
502,26,IR3,IR3_9,9,170,72.86165315,Non,44
502,26,IT4,IT4_5,5,170,45.58262059,Non,44
502,26,IB4,IB4_4,4,170,57.05001402,Non,44
502,26,IR1,IR1_9,9,170,46.69290417,Non,44
505,25,CR3,CR3_5,5,170,34.68559499,Non,51
505,25,CT2,CT2_10,10,170,29.8464152,Non,51
505,25,CR1,CR1_10,10,170,126.2190386,Non,51
505,25,CR1,CR1_11,11,170,69.197018,Non,51
507,23,CR3,CR3_12,12,170,23.28929368,Non,48
403,24,CT1,CT1_2,2,170,82.63776376,Non,52
501,21,IR2,IR2_6,6,170,110.390217,Non,45
504,22,IL4,IL4_8,8,170,98.59513173,Non,59
504,22,IR3,IR3_6,6,170,88.52683209,Non,59
504,22,CL4,CL4_7,7,170,35.84689666,Non,59
510,21,IT2,IT2_9,9,170,27.37125499,Non,67
510,21,CR2,CR2_9,9,170,41.16764749,Non,67
008,21,CT3,CT3_10,10,170,51.81433006,Non,72
301,23,CB3,CB3_2,2,170,18.11547405,Non,28
301,23,IR3,IR3_4,4,170,36.0431755,Non,28
001,20,CT1,CT1_8,8,171,34.70972486,Non,88
502,26,IR3,IR3_4,4,171,92.73638876,Non,44
502,26,CR1,CR1_1,1,171,49.72555078,Non,44
505,25,CT2,CT2_11,11,171,91.47806076,Non,51
507,23,CR3,CR3_10,10,171,62.11536686,Non,48
507,23,IT4,IT4_7,7,171,50.98406123,Non,48
507,23,IL3,IL3_7,7,171,43.31083929,Non,48
401,26,IR1,IR1_9,9,171,92.35799911,Non,52
403,24,CT3,CT3_11,11,171,61.13100686,Non,52
403,24,IR1,IR1_3,3,171,54.64430437,Non,52
403,24,IR1,IR1_4,4,171,43.26661531,Non,52
403,24,IR2,IR2_2,2,171,79.9812478,Non,52
501,21,IR1,IR1_10,10,171,51,Non,45
501,21,CL1,CL1_1,1,171,60,Non,45
501,21,IT1,IT1_3,3,171,73.92563831,Non,45
501,21,CL2,CL2_7,7,171,62.48199741,Non,45
501,21,CB1,CB1_6,6,171,72.13875519,Non,45
501,21,IT2,IT2_9,9,171,67.23094526,Non,45
501,21,IB2,IB2_10,10,171,69.89277502,Non,45
501,21,CB2,CB2_1,1,171,32.44996148,Non,45
501,21,CB2,CB2_2,2,171,43.41658669,Non,45
501,21,IR2,IR2_1,1,171,108.295891,Non,45
504,22,CB3,CB3_5,5,171,108.7244223,Non,59
510,21,CR3,CR3_5,5,171,17.02938637,Non,67
510,21,CR1,CR1_11,11,171,35.944357,Non,67
510,21,IB1,IB1_3,3,171,23.77429284,Non,67
008,21,CL2,CL2_2,2,171,15.41495378,Non,72
301,23,CB3,CB3_9,9,171,23.21470439,Non,28
301,23,IB1,IB1_3,3,171,55.56977596,Non,28
408,22,CR2,CR2_3,3,171,50.20956084,Non,35
001,20,IT1,IT1_2,2,172,30.77768347,Non,88
001,20,IL2,IL2_8,8,172,25.22192895,Non,88
001,20,CB2,CB2_8,8,172,50.03600004,Non,88
502,26,IT1,IT1_1,1,172,41.51446254,Non,44
502,26,IL2,IL2_1,1,172,51.4289296,Non,44
505,25,CB3,CB3_8,8,172,40.02365551,Non,51
505,25,CR3,CR3_12,12,172,36.6684742,Non,51
505,25,CT2,CT2_9,9,172,61.7409629,Non,51
505,25,IB1,IB1_6,6,172,72.65025602,Non,51
507,23,CB4,CB4_2,2,172,61.65809112,Non,48
507,23,IT1,IT1_4,4,172,25.62911235,Non,48
507,23,CL2,CL2_10,10,172,88.88171522,Non,48
507,23,CL1,CL1_9,9,172,65.5176045,Non,48
401,26,CR3,CR3_10,10,172,65.03001538,Non,52
401,26,CB3,CB3_7,7,172,40.33857831,Non,52
401,26,CL3,CL3_4,4,172,50.59161689,Non,52
401,26,IR3,IR3_3,3,172,120.4377536,Non,52
401,26,IL4,IL4_2,2,172,118.2512347,Non,52
401,26,IL4,IL4_11,11,172,107.6447793,Non,52
401,26,CR1,CR1_11,11,172,44.65422712,Non,52
403,24,CT1,CT1_6,6,172,53.15072906,Non,52
403,24,IT1,IT1_11,11,172,56.72741841,Non,52
504,22,IL2,IL2_4,4,172,50.28916384,Non,59
003,20,CB2,CB2_3,3,172,49.09175083,Non,38
510,21,CT4,CT4_3,3,172,65.51335742,Non,67
510,21,IL1,IL1_3,3,172,26.13008419,Non,67
008,21,IT2,IT2_1,1,172,62.98967852,Non,72
008,21,IB2,IB2_1,1,172,29.33259279,Non,72
008,21,CT2,CT2_11,11,172,26.12735731,Non,72
301,23,IB3,IB3_5,5,172,22.78155614,Non,28
408,22,CR2,CR2_9,9,172,41.67733197,Non,35
408,22,CL2,CL2_8,8,172,10,Non,35
405,38,CR3,CR3_2,2,173,94.64142856,Non,71
405,38,CR4,CR4_5,5,173,82.32860985,Non,71
405,38,IR2,IR2_6,6,173,113.4548368,Non,71
508,26,IT1,IT1_9,9,173,51.7880295,Non,35
001,20,IL1,IL1_4,4,173,29.24593134,Non,88
502,26,IT3,IT3_5,5,173,23.61249881,Non,44
502,26,IL1,IL1_4,4,173,42.6362815,Non,44
502,26,IL1,IL1_10,10,173,57.54336278,Non,44
505,25,CR3,CR3_4,4,173,40.61513142,Non,51
505,25,CT3,CT3_10,10,173,92.72732068,Non,51
507,23,IB4,IB4_9,9,173,54.94737118,Non,48
507,23,CB1,CB1_1,1,173,67.55732751,Non,48
507,23,CL2,CL2_1,1,173,112.4938598,Non,48
507,23,IL2,IL2_9,9,173,59.86618745,Non,48
401,26,IR3,IR3_10,10,173,38.61550077,Non,52
401,26,CT3,CT3_6,6,173,77.40410971,Non,52
401,26,CT3,CT3_11,11,173,93.00946672,Non,52
401,26,CT4,CT4_4,4,173,134.0277889,Non,52
403,24,IR3,IR3_10,10,173,73.40980861,Non,52
403,24,CT3,CT3_4,4,173,182.0164828,Non,52
404,19,IR1,IR1_4,4,173,58.6003413,Non,38
406,27,CR3,CR3_8,8,173,79.0253124,Non,28
501,21,IR4,IR4_5,5,173,45.18849411,Non,45
501,21,CR4,CR4_4,4,173,76.89603371,Non,45
510,21,CT1,CT1_3,3,173,35.98746587,Non,67
510,21,CT2,CT2_11,11,173,15.83312982,Non,67
510,21,IB2,IB2_8,8,173,42.89124153,Non,67
008,21,CR3,CR3_5,5,173,33.58694091,Non,72
008,21,CT2,CT2_2,2,173,24.16351382,Non,72
301,23,IB3,IB3_2,2,173,23.19643076,Non,28
301,23,IB4,IB4_5,5,173,28.00394437,Non,28
301,23,IR3,IR3_11,11,173,59.91566156,Non,28
408,22,CB2,CB2_14,14,173,40.49691346,Non,35
001,20,CR3,CR3_8,8,174,67.20119047,Non,88
001,20,CT3,CT3_5,5,174,78.31347266,Non,88
502,26,CT3,CT3_5,5,174,43.71844576,Non,44
502,26,CB4,CB4_1,1,174,30.62806719,Non,44
