Subject,Age,CharacterCode,Item,ISI_Sequence,ISI,ISD,BoundaryCode,ReadingScore
513,22,CR4,CR4_8,8,92,33.12099032,Non,46
513,22,CR4,CR4_10,10,92,26.07680962,Non,46
513,22,CL4,CL4_2,2,92,16.2788206,Non,46
513,22,CB4,CB4_9,9,92,56.71860365,Non,46
513,22,IT4,IT4_10,10,92,29.06888371,Non,46
513,22,CT3,CT3_5,5,92,28.0713377,Non,46
513,22,CT3,CT3_12,12,92,20,Non,46
513,22,IR3,IR3_1,1,92,26.17250466,Non,46
513,22,IR3,IR3_6,6,92,20.24845673,Non,46
513,22,IB4,IB4_6,6,92,38.07886553,Non,46
409,22,CT1,CT1_6,6,92,45.607017,Non,61
409,22,IR2,IR2_10,10,92,45.80392996,Non,61
410,23,CL3,CL3_5,5,92,34.98571137,Non,39
410,23,CL3,CL3_9,9,92,48.0416486,Non,39
410,23,CB4,CB4_5,5,92,77.52418977,Non,39
410,23,CR3,CR3_2,2,92,59.22837158,Non,39
413,22,IB2,IB2_3,3,92,28.8444102,Non,47
413,22,IL2,IL2_1,1,92,21.09502311,Non,47
413,22,CB2,CB2_11,11,92,14.03566885,Non,47
512,35,IR1,IR1_9,9,92,116.1808934,Non,46
512,35,CB1,CB1_3,3,92,50.21951812,Non,46
512,35,CR2,CR2_5,5,92,93.08598176,Non,46
512,35,CL1,CL1_3,3,92,50,Non,46
512,35,IL1,IL1_1,1,92,37.33630941,Non,46
512,35,IL1,IL1_7,7,92,89.96110271,Non,46
512,35,IL1,IL1_10,10,92,82.07923002,Non,46
516,23,CR4,CR4_5,5,92,69.85699679,Non,42
516,23,CR4,CR4_6,6,92,71.42128534,Non,42
516,23,CT3,CT3_5,5,92,56.8594759,Non,42
516,23,CT3,CT3_10,10,92,87.96590248,Non,42
516,23,CR3,CR3_7,7,92,112.1605991,Non,42
516,23,IB4,IB4_5,5,92,89.49860334,Non,42
516,23,IL1,IL1_3,3,92,58.18075283,Non,42
516,23,IB1,IB1_6,6,92,77.80102827,Non,42
517,23,CL2,CL2_10,10,92,24.73863375,Non,52
518,23,CR4,CR4_1,1,92,36.87817783,Non,66
603,23,CT2,CT2_3,3,93,54.4885309,Non,82
002,22,CR3,CR3_6,6,93,39.44616585,Non,26
006,18,CR2,CR2_10,10,93,32.24903099,Non,66
007,21,CT4,CT4_1,1,93,30.61045573,Non,85
511,26,IR1,IR1_7,7,93,57.80138407,Non,50
511,26,CR2,CR2_6,6,93,48.60041152,Non,50
410,23,IT4,IT4_5,5,93,47.51841748,Non,39
410,23,CB3,CB3_8,8,93,48.60041152,Non,39
414,22,IR3,IR3_8,8,93,20.39607805,Non,48
414,22,IT4,IT4_5,5,93,39.01281841,Non,48
516,23,CB2,CB2_5,5,93,13.41640786,Non,42
516,23,CT1,CT1_6,6,93,39.66106403,Non,42
517,23,IL3,IL3_9,9,93,35.60898763,Non,52
517,23,CL2,CL2_1,1,93,21.84032967,Non,52
517,23,CR1,CR1_8,8,93,40.44749683,Non,52
518,23,CT3,CT3_10,10,93,43.84062043,Non,66
518,23,CT2,CT2_11,11,93,9.549120378,Non,66
521,22,CT3,CT3_8,8,93,72.63718056,Non,68
603,23,IR1,IR1_3,3,94,47.80167361,Non,82
006,18,CB2,CB2_1,1,94,27.73084925,Non,66
006,18,CR2,CR2_1,1,94,28.28427125,Non,66
511,26,CR1,CR1_3,3,94,56.88585061,Non,50
511,26,CR1,CR1_7,7,94,55.47071299,Non,50
410,23,CB3,CB3_2,2,94,32.64965543,Non,39
410,23,CB4,CB4_7,7,94,30.23243292,Non,39
413,22,IT1,IT1_5,5,94,15.29705854,Non,47
413,22,CR2,CR2_12,12,94,21.84032967,Non,47
414,22,IR3,IR3_9,9,94,21.58703314,Non,48
512,35,CT2,CT2_2,2,94,74.81310046,Non,46
516,23,IT1,IT1_10,10,94,31.6227766,Non,42
517,23,CT3,CT3_12,12,94,22.20360331,Non,52
517,23,IB3,IB3_8,8,94,73.75635566,Non,52
517,23,CT2,CT2_5,5,94,11.40175425,Non,52
518,23,CR3,CR3_5,5,94,5,Non,66
002,22,CT3,CT3_10,10,95,53.07541804,Non,26
006,18,IL1,IL1_4,4,95,22.84731932,Non,66
511,26,CR1,CR1_4,4,95,30.41381265,Non,50
513,22,IT3,IT3_1,1,95,52.47856705,Non,46
513,22,CT3,CT3_11,11,95,22.47220505,Non,46
503,23,CL2,CL2_4,4,95,24.67388093,Non,55
409,22,IT3,IT3_5,5,95,32.89376841,Non,61
409,22,IR2,IR2_8,8,95,62.20128616,Non,61
413,22,IT2,IT2_6,6,95,27.29468813,Non,47
413,22,CL1,CL1_9,9,95,24.51530134,Non,47
413,22,CT2,CT2_10,10,95,19.23538406,Non,47
413,22,IB2,IB2_7,7,95,9.486832981,Non,47
413,22,IB1,IB1_10,10,95,18.86796226,Non,47
413,22,IL2,IL2_7,7,95,8.94427191,Non,47
512,35,CL1,CL1_7,7,95,60.00833275,Non,46
517,23,IB2,IB2_4,4,95,31.78049716,Non,52
518,23,CR3,CR3_4,4,95,14.76482306,Non,66
006,18,CL4,CL4_5,5,96,69.3108938,Non,66
511,26,CT1,CT1_2,2,96,48.37354649,Non,50
410,23,IR4,IR4_5,5,96,82.56512581,Non,39
410,23,IR4,IR4_6,6,96,23.08679276,Non,39
410,23,CB3,CB3_1,1,96,38.62641583,Non,39
410,23,CR3,CR3_4,4,96,22.36067977,Non,39
413,22,IB2,IB2_1,1,96,9.433981132,Non,47
413,22,IB2,IB2_8,8,96,6.403124237,Non,47
512,35,IR2,IR2_8,8,96,77.4209274,Non,46
516,23,CT2,CT2_6,6,96,39.62322551,Non,42
517,23,IB2,IB2_7,7,96,15.29705854,Non,52
518,23,CR4,CR4_8,8,96,37.01351105,Non,66
521,22,CT3,CT3_12,12,96,81.21477698,Non,68
603,23,IT1,IT1_4,4,97,46.23851209,Non,82
603,23,CT2,CT2_2,2,97,46.14108798,Non,82
002,22,IB4,IB4_2,2,97,19.41648784,Non,26
002,22,CR3,CR3_1,1,97,32.89376841,Non,26
006,18,CL4,CL4_4,4,97,67.08203932,Non,66
511,26,IB4,IB4_2,2,97,49.81967483,Non,50
409,22,CR2,CR2_1,1,97,51.26402247,Non,61
409,22,IR2,IR2_1,1,97,75.32595834,Non,61
409,22,CL2,CL2_3,3,97,55.03635162,Non,61
409,22,CL2,CL2_4,4,97,24.59674775,Non,61
409,22,CL2,CL2_7,7,97,56.93856338,Non,61
409,22,CB2,CB2_3,3,97,60.53924347,Non,61
410,23,CB3,CB3_6,6,97,94.02127419,Non,39
413,22,IT1,IT1_11,11,97,25,Non,47
414,22,IR3,IR3_6,6,97,17.02938637,Non,48
512,35,CT2,CT2_1,1,97,96.02603814,Non,46
512,35,CT2,CT2_11,11,97,48.37354649,Non,46
512,35,CR2,CR2_3,3,97,106.7941946,Non,46
516,23,CT3,CT3_2,2,97,40.49691346,Non,42
516,23,CR3,CR3_2,2,97,18.35755975,Non,42
517,23,CR1,CR1_11,11,97,33.30165161,Non,52
514,23,CR1,CR1_12,12,98,24.08318916,Non,62
603,23,CR2,CR2_8,8,98,48.83646179,Non,82
006,18,CT1,CT1_7,7,98,15.65247584,Non,66
409,22,CT1,CT1_2,2,98,51.73973328,Non,61
410,23,IR3,IR3_3,3,98,39.8246155,Non,39
410,23,IT3,IT3_3,3,98,81.27115109,Non,39
414,22,CT3,CT3_6,6,98,18.43908891,Non,48
414,22,IR3,IR3_5,5,98,13.45362405,Non,48
512,35,IB1,IB1_3,3,98,64.40496875,Non,46
516,23,IL3,IL3_5,5,98,127.2792206,Non,42
516,23,CB3,CB3_1,1,98,49.47726751,Non,42
516,23,IB1,IB1_4,4,98,59.23681288,Non,42
516,23,CT1,CT1_4,4,98,42.15447782,Non,42
517,23,IT4,IT4_11,11,98,31.144823,Non,52
416,40,CB4,CB4_8,8,98,57.38466694,Non,67
515,20,IL2,IL2_9,9,99,64.63745044,Non,71
603,23,CR3,CR3_8,8,99,88.81441324,Non,82
603,23,IT1,IT1_3,3,99,43.46262762,Non,82
005,23,IB2,IB2_1,1,99,91.48223871,Non,39
006,18,CT2,CT2_6,6,99,17.69180601,Non,66
006,18,CR2,CR2_2,2,99,19.10497317,Non,66
006,18,IR2,IR2_9,9,99,16.76305461,Non,66
006,18,CR1,CR1_11,11,99,16.64331698,Non,66
006,18,CL1,CL1_3,3,99,21.40093456,Non,66
006,18,IB1,IB1_2,2,99,19.10497317,Non,66
007,21,CT3,CT3_5,5,99,24.18677324,Non,85
503,23,IB2,IB2_1,1,99,14.76889298,Non,55
409,22,CL2,CL2_1,1,99,39.11521443,Non,61
410,23,IB3,IB3_5,5,99,36.138622,Non,39
413,22,CT2,CT2_1,1,99,41.10960958,Non,47
413,22,CB1,CB1_6,6,99,13.45362405,Non,47
413,22,CB1,CB1_10,10,99,27.85677655,Non,47
414,22,CL4,CL4_8,8,99,28.17800561,Non,48
414,22,CB3,CB3_1,1,99,14.86606875,Non,48
414,22,IT3,IT3_3,3,99,9.486832981,Non,48
512,35,IB2,IB2_10,10,99,70.23531875,Non,46
512,35,IB1,IB1_11,11,99,73.24616031,Non,46
512,35,CL1,CL1_4,4,99,85.23496935,Non,46
516,23,CR4,CR4_4,4,99,37.33630941,Non,42
516,23,IL3,IL3_1,1,99,49.65883607,Non,42
516,23,IL3,IL3_2,2,99,93.81364506,Non,42
516,23,IL2,IL2_3,3,99,66.61080993,Non,42
603,23,IT1,IT1_11,11,100,36.35931793,Non,82
603,23,CT2,CT2_11,11,100,51.0881591,Non,82
006,18,CT1,CT1_2,2,100,19.23538406,Non,66
006,18,CT1,CT1_8,8,100,25.63201124,Non,66
006,18,CT2,CT2_11,11,100,20.24845673,Non,66
006,18,CB1,CB1_6,6,100,29.83286778,Non,66
006,18,IB1,IB1_3,3,100,16.1245155,Non,66
007,21,CR3,CR3_5,5,100,22.02271555,Non,85
511,26,IR1,IR1_11,11,100,32.64965543,Non,50
511,26,CR1,CR1_6,6,100,30.06659276,Non,50
511,26,CR1,CR1_8,8,100,30.14962686,Non,50
513,22,IL3,IL3_9,9,100,25.29822128,Non,46
513,22,CL3,CL3_3,3,100,35.4682957,Non,46
513,22,CL3,CL3_5,5,100,18.78829423,Non,46
513,22,IL4,IL4_4,4,100,36.67424164,Non,46
513,22,IT3,IT3_5,5,100,21,Non,46
513,22,CB4,CB4_7,7,100,15.8113883,Non,46
410,23,IB3,IB3_2,2,100,29.41088234,Non,39
410,23,CR3,CR3_10,10,100,75,Non,39
410,23,IB2,IB2_4,4,100,42.05948169,Non,39
413,22,IT1,IT1_9,9,100,14.86606875,Non,47
413,22,CB2,CB2_2,2,100,16.2788206,Non,47
414,22,CT3,CT3_1,1,100,16.15549442,Non,48
414,22,CT3,CT3_5,5,100,19.23538406,Non,48
414,22,IB4,IB4_9,9,100,24.69817807,Non,48
512,35,IT1,IT1_6,6,100,54.08326913,Non,46
516,23,CR4,CR4_3,3,100,78.44743463,Non,42
516,23,CT3,CT3_1,1,100,50.69516742,Non,42
516,23,IL3,IL3_3,3,100,73.75635566,Non,42
516,23,IR4,IR4_7,7,100,92.61749295,Non,42
516,23,IB1,IB1_10,10,100,65.4369926,Non,42
517,23,IB1,IB1_11,11,100,29.15475947,Non,52
517,23,CL2,CL2_8,8,100,32.44996148,Non,52
521,22,IL1,IL1_8,8,100,60.41522987,Non,68
521,22,CB2,CB2_11,11,100,61.29437168,Non,68
416,40,IB4,IB4_2,2,100,47.09564736,Non,67
416,40,CL4,CL4_2,2,100,35.73513677,Non,67
603,23,IL1,IL1_3,3,101,46.09772229,Non,82
603,23,IL2,IL2_9,9,101,53.81449619,Non,82
006,18,IR1,IR1_11,11,101,25.3179778,Non,66
006,18,CR1,CR1_6,6,101,15.26433752,Non,66
007,21,IL3,IL3_8,8,101,32.69556545,Non,85
007,21,CT3,CT3_7,7,101,30.08321791,Non,85
513,22,CR4,CR4_9,9,101,36.05551275,Non,46
513,22,CB3,CB3_5,5,101,47.26520919,Non,46
513,22,IR3,IR3_4,4,101,52.83937925,Non,46
409,22,CL1,CL1_1,1,101,37.12142239,Non,61
409,22,CL1,CL1_7,7,101,62.28964601,Non,61
409,22,CB2,CB2_8,8,101,59.46427499,Non,61
410,23,IR3,IR3_10,10,101,73.00684899,Non,39
410,23,CL4,CL4_6,6,101,41.77319715,Non,39
410,23,CT4,CT4_4,4,101,67.05221846,Non,39
414,22,IT3,IT3_5,5,101,10.81665383,Non,48
512,35,CB1,CB1_4,4,101,95.38343672,Non,46
516,23,CT2,CT2_1,1,101,82.3893197,Non,42
516,23,CL2,CL2_8,8,101,20.51828453,Non,42
517,23,CL4,CL4_6,6,101,40.49691346,Non,52
517,23,CT2,CT2_1,1,101,71.56814934,Non,52
517,23,CR2,CR2_7,7,101,32.55764119,Non,52
521,22,IL2,IL2_1,1,101,35.84689666,Non,68
603,23,CB2,CB2_12,12,102,52.61178575,Non,82
603,23,IB1,IB1_1,1,102,46.95742753,Non,82
006,18,CT1,CT1_4,4,102,19.72308292,Non,66
006,18,CB2,CB2_8,8,102,23.70653918,Non,66
006,18,CB1,CB1_1,1,102,20.09975124,Non,66
006,18,CB1,CB1_7,7,102,23.02172887,Non,66
007,21,CT4,CT4_9,9,102,19.31320792,Non,85
007,21,IT4,IT4_5,5,102,41.19465985,Non,85
513,22,IL4,IL4_10,10,102,18.97366596,Non,46
604,23,IL2,IL2_7,7,102,34.7814922,Non,75
409,22,CT2,CT2_2,2,102,47.42362281,Non,61
409,22,CB2,CB2_7,7,102,53.23532662,Non,61
410,23,CR3,CR3_1,1,102,36.06937759,Non,39
413,22,IT2,IT2_1,1,102,48.09365863,Non,47
516,23,IB4,IB4_6,6,102,108.4665847,Non,42
517,23,CT3,CT3_7,7,102,27.45906044,Non,52
517,23,IB4,IB4_10,10,102,59.54829972,Non,52
517,23,CR3,CR3_9,9,102,48.05205511,Non,52
517,23,IB2,IB2_1,1,102,27.29468813,Non,52
603,23,CR1,CR1_4,4,103,46.5295605,Non,82
603,23,CR1,CR1_6,6,103,47.01063709,Non,82
603,23,IR1,IR1_4,4,103,57.7754273,Non,82
002,22,CL2,CL2_10,10,103,14.14213562,Non,26
409,22,IL1,IL1_1,1,103,45.607017,Non,61
409,22,CT2,CT2_10,10,103,42.72001873,Non,61
414,22,CT4,CT4_5,5,103,20.61552813,Non,48
512,35,IL1,IL1_4,4,103,94.03190948,Non,46
516,23,IL3,IL3_6,6,103,111.8659913,Non,42
516,23,CB3,CB3_2,2,103,59.68249325,Non,42
516,23,CT2,CT2_2,2,103,53.74011537,Non,42
516,23,CB1,CB1_3,3,103,40.81666326,Non,42
517,23,CT3,CT3_1,1,103,33.61547263,Non,52
518,23,IL2,IL2_8,8,103,13.95732066,Non,66
603,23,CL1,CL1_3,3,104,51.6139516,Non,82
002,22,CT4,CT4_8,8,104,51.2249939,Non,26
002,22,CT1,CT1_4,4,104,6.708203932,Non,26
005,23,IB4,IB4_2,2,104,33.42154993,Non,39
007,21,CR4,CR4_1,1,104,38.41874542,Non,85
513,22,CR3,CR3_12,12,104,26.57066051,Non,46
605,28,IL3,IL3_8,8,104,29.60258435,Non,67
409,22,CL1,CL1_3,3,104,50.08991915,Non,61
409,22,IR2,IR2_9,9,104,43.13930922,Non,61
410,23,CL3,CL3_3,3,104,34.53983208,Non,39
410,23,CL3,CL3_8,8,104,30.01666204,Non,39
410,23,IR3,IR3_1,1,104,53.00943312,Non,39
410,23,IT4,IT4_4,4,104,10.19803903,Non,39
410,23,IR4,IR4_1,1,104,21.21320344,Non,39
410,23,CB3,CB3_9,9,104,59.23681288,Non,39
410,23,CB4,CB4_1,1,104,45.17742799,Non,39
410,23,IB2,IB2_9,9,104,81.3019065,Non,39
413,22,IT2,IT2_5,5,104,17.02938637,Non,47
413,22,IR1,IR1_9,9,104,16.1245155,Non,47
413,22,IT1,IT1_6,6,104,14.31782106,Non,47
413,22,CR2,CR2_8,8,104,14.31782106,Non,47
414,22,IB3,IB3_8,8,104,46.17358552,Non,48
414,22,IT4,IT4_8,8,104,21.40093456,Non,48
414,22,IT3,IT3_4,4,104,21.02379604,Non,48
516,23,CR4,CR4_10,10,104,35.60898763,Non,42
516,23,CR2,CR2_3,3,104,68.24954212,Non,42
516,23,CR2,CR2_7,7,104,33.37663854,Non,42
516,23,CR2,CR2_10,10,104,98.08669635,Non,42
516,23,IL1,IL1_2,2,104,89.40357935,Non,42
517,23,IB2,IB2_11,11,104,72.99315036,Non,52
517,23,CR2,CR2_1,1,104,60,Non,52
518,23,IR3,IR3_10,10,104,43.46262762,Non,66
416,40,IL3,IL3_5,5,104,134.0932511,Non,67
514,23,IT2,IT2_9,9,105,31.01612484,Non,62
603,23,IT1,IT1_9,9,105,29.12043956,Non,82
002,22,CR3,CR3_2,2,105,12.36931688,Non,26
005,23,IL1,IL1_8,8,105,78.49203781,Non,39
006,18,IT1,IT1_6,6,105,30.46309242,Non,66
006,18,IL2,IL2_10,10,105,21.54065923,Non,66
007,21,IR3,IR3_3,3,105,28.16025568,Non,85
007,21,CR3,CR3_7,7,105,21.9317122,Non,85
410,23,IR3,IR3_8,8,105,35,Non,39
410,23,IL3,IL3_10,10,105,75.3923073,Non,39
410,23,IT4,IT4_2,2,105,101.0198,Non,39
410,23,CR4,CR4_5,5,105,90.04998612,Non,39
413,22,CB2,CB2_1,1,105,18.02775638,Non,47
414,22,CB3,CB3_8,8,105,13.92838828,Non,48
512,35,IR1,IR1_3,3,105,58.24087911,Non,46
512,35,IR1,IR1_6,6,105,136.4001466,Non,46
512,35,CB1,CB1_7,7,105,41.86884283,Non,46
512,35,IR2,IR2_3,3,105,112.200713,Non,46
512,35,IR2,IR2_9,9,105,41.76122604,Non,46
512,35,IT1,IT1_3,3,105,67.41661516,Non,46
516,23,CR4,CR4_1,1,105,63.70243323,Non,42
516,23,CT4,CT4_8,8,105,37.85498646,Non,42
516,23,CT4,CT4_9,9,105,41.10960958,Non,42
516,23,IR4,IR4_1,1,105,73.92563831,Non,42
516,23,IR3,IR3_6,6,105,61.6116872,Non,42
516,23,IT3,IT3_3,3,105,112.8051417,Non,42
516,23,IL1,IL1_1,1,105,38.01315562,Non,42
516,23,CT2,CT2_3,3,105,46.23851209,Non,42
516,23,IT1,IT1_9,9,105,20.61552813,Non,42
517,23,IT4,IT4_4,4,105,47.51841748,Non,52
517,23,CT3,CT3_5,5,105,45.31004304,Non,52
517,23,CR4,CR4_10,10,105,46.09772229,Non,52
603,23,CL1,CL1_4,4,106,71.25307011,Non,82
603,23,IT2,IT2_9,9,106,85.80209788,Non,82
006,18,IT1,IT1_10,10,106,24.18677324,Non,66
006,18,IL1,IL1_8,8,106,22.8035085,Non,66
007,21,IT3,IT3_1,1,106,31.2409987,Non,85
007,21,IT4,IT4_1,1,106,16.40121947,Non,85
605,28,IT1,IT1_4,4,106,58.89821729,Non,67
409,22,CT2,CT2_8,8,106,54.58937626,Non,61
409,22,IR2,IR2_4,4,106,100.2247474,Non,61
410,23,IR4,IR4_2,2,106,49,Non,39
410,23,IB3,IB3_8,8,106,99.689518,Non,39
413,22,CB1,CB1_4,4,106,21.9317122,Non,47
516,23,CT4,CT4_3,3,106,78.10889834,Non,42
516,23,CT3,CT3_4,4,106,80.5294977,Non,42
516,23,IR4,IR4_4,4,106,131.552271,Non,42
516,23,IL1,IL1_10,10,106,56.36488268,Non,42
516,23,IL2,IL2_2,2,106,31.144823,Non,42
516,23,CL2,CL2_2,2,106,19.72308292,Non,42
516,23,CL2,CL2_4,4,106,25.55386468,Non,42
517,23,CR4,CR4_6,6,106,72.13875519,Non,52
517,23,CR3,CR3_4,4,106,31.30495168,Non,52
515,20,CT4,CT4_9,9,107,37.30548485,Non,71
002,22,CT3,CT3_5,5,107,45.48626166,Non,26
002,22,IB2,IB2_4,4,107,17.80449381,Non,26
002,22,CL2,CL2_4,4,107,51.03920062,Non,26
005,23,CB2,CB2_1,1,107,73.55270219,Non,39
006,18,CR3,CR3_10,10,107,98.15294188,Non,66
006,18,IT1,IT1_1,1,107,18.97366596,Non,66
006,18,IR1,IR1_9,9,107,20.24845673,Non,66
006,18,IR2,IR2_10,10,107,13.41640786,Non,66
007,21,IL3,IL3_6,6,107,27.80287755,Non,85
513,22,IB4,IB4_10,10,107,37.01351105,Non,46
410,23,IL4,IL4_7,7,107,74.40430095,Non,39
410,23,CB2,CB2_1,1,107,15.03329638,Non,39
411,22,CL4,CL4_4,4,107,52.80151513,Non,30
413,22,CT2,CT2_2,2,107,21.9317122,Non,47
414,22,CT4,CT4_3,3,107,23.32380758,Non,48
516,23,IL1,IL1_8,8,107,80.80222769,Non,42
516,23,CB1,CB1_11,11,107,55,Non,42
516,23,CT1,CT1_3,3,107,45.12205669,Non,42
517,23,CT4,CT4_8,8,107,32.01562119,Non,52
517,23,IR3,IR3_6,6,107,40.22437072,Non,52
517,23,IR2,IR2_8,8,107,57.62811814,Non,52
517,23,IB2,IB2_5,5,107,23.2594067,Non,52
517,23,CR1,CR1_6,6,107,39.11521443,Non,52
518,23,IB4,IB4_4,4,107,74.33034374,Non,66
514,23,CR1,CR1_11,11,108,21.47091055,Non,62
514,23,CR2,CR2_8,8,108,29.73213749,Non,62
603,23,CB1,CB1_3,3,108,34.6554469,Non,82
006,18,IL1,IL1_7,7,108,15.23154621,Non,66
006,18,CL1,CL1_6,6,108,23.08679276,Non,66
006,18,CL2,CL2_1,1,108,24.69817807,Non,66
007,21,IT3,IT3_3,3,108,50.15974482,Non,85
511,26,CT1,CT1_6,6,108,57.20139858,Non,50
511,26,CT1,CT1_7,7,108,75.76938696,Non,50
511,26,IR1,IR1_1,1,108,28.44292531,Non,50
511,26,CR2,CR2_9,9,108,38.07886553,Non,50
513,22,CL3,CL3_7,7,108,15,Non,46
513,22,IL4,IL4_5,5,108,43.46262762,Non,46
513,22,IL4,IL4_7,7,108,28.42534081,Non,46
513,22,IT3,IT3_3,3,108,34.13209633,Non,46
513,22,IT4,IT4_12,12,108,20.1246118,Non,46
513,22,CT4,CT4_8,8,108,25.23885893,Non,46
513,22,CR3,CR3_8,8,108,19.10497317,Non,46
513,22,IR3,IR3_10,10,108,26.92582404,Non,46
409,22,CB2,CB2_10,10,108,53.90732789,Non,61
409,22,CR1,CR1_1,1,108,23.76972865,Non,61
410,23,CL3,CL3_1,1,108,42.43819035,Non,39
410,23,IR3,IR3_4,4,108,91.96738552,Non,39
410,23,IT4,IT4_8,8,108,57.28001397,Non,39
410,23,IT3,IT3_1,1,108,47.41307836,Non,39
410,23,CT3,CT3_8,8,108,47.88527958,Non,39
410,23,CR4,CR4_9,9,108,44.40720662,Non,39
413,22,IR2,IR2_5,5,108,11.04536102,Non,47
512,35,IB2,IB2_8,8,108,5.099019514,Non,46
512,35,IB1,IB1_6,6,108,89.87213139,Non,46
512,35,IB1,IB1_10,10,108,69.77105417,Non,46
512,35,CL1,CL1_9,9,108,92.35799911,Non,46
512,35,IR2,IR2_6,6,108,108.853112,Non,46
516,23,IT3,IT3_1,1,108,71.06335202,Non,42
516,23,IL2,IL2_5,5,108,20.88061302,Non,42
516,23,IR1,IR1_9,9,108,53.41348144,Non,42
517,23,IT4,IT4_12,12,108,29.69848481,Non,52
517,23,IB3,IB3_1,1,108,23.34523506,Non,52
517,23,IT1,IT1_7,7,108,51.7880295,Non,52
517,23,CT2,CT2_6,6,108,36.05551275,Non,52
517,23,CB1,CB1_7,7,108,37.21558813,Non,52
517,23,CR1,CR1_10,10,108,43.13930922,Non,52
603,23,IT1,IT1_7,7,109,51.97114584,Non,82
603,23,CB2,CB2_5,5,109,34.43835072,Non,82
002,22,IL3,IL3_3,3,109,26.40075756,Non,26
002,22,IB4,IB4_6,6,109,45.18849411,Non,26
002,22,CT3,CT3_4,4,109,44.72135955,Non,26
006,18,CT1,CT1_3,3,109,21.09502311,Non,66
006,18,CT2,CT2_1,1,109,33.24154028,Non,66
006,18,IR2,IR2_1,1,109,30.14962686,Non,66
006,18,IR2,IR2_2,2,109,16.97056275,Non,66
006,18,IL1,IL1_6,6,109,24.8394847,Non,66
511,26,CT1,CT1_3,3,109,53.16013544,Non,50
511,26,CT1,CT1_10,10,109,60.63827174,Non,50
511,26,IR1,IR1_6,6,109,46.17358552,Non,50
511,26,CR1,CR1_11,11,109,27.80287755,Non,50
511,26,CR2,CR2_8,8,109,21.58703314,Non,50
513,22,IT4,IT4_11,11,109,21.9544984,Non,46
409,22,CB2,CB2_14,14,109,80.32434251,Non,61
410,23,CT3,CT3_1,1,109,30.47950131,Non,39
413,22,CT2,CT2_9,9,109,7.615773106,Non,47
414,22,IL4,IL4_8,8,109,20,Non,48
414,22,CL4,CL4_4,4,109,10.29563014,Non,48
414,22,CL4,CL4_7,7,109,12.04159458,Non,48
414,22,IB4,IB4_10,10,109,32.69556545,Non,48
512,35,CR2,CR2_1,1,109,116.5203845,Non,46
516,23,CR3,CR3_5,5,109,16.1245155,Non,42
516,23,CR3,CR3_10,10,109,53.15072906,Non,42
517,23,CL4,CL4_7,7,109,43.38202393,Non,52
517,23,CT1,CT1_1,1,109,40.80441153,Non,52
517,23,CB2,CB2_11,11,109,30.08321791,Non,52
517,23,CR1,CR1_1,1,109,30.6757233,Non,52
518,23,IB4,IB4_2,2,109,23.53720459,Non,66
518,23,IL3,IL3_6,6,109,76.84399781,Non,66
514,23,CT2,CT2_6,6,110,22.47220505,Non,62
603,23,IT1,IT1_10,10,110,53.15072906,Non,82
006,18,CT2,CT2_2,2,110,24.04163056,Non,66
006,18,CT2,CT2_10,10,110,29.69848481,Non,66
006,18,CR1,CR1_10,10,110,12.08304597,Non,66
006,18,IL1,IL1_1,1,110,14.03566885,Non,66
511,26,IL1,IL1_9,9,110,83.52245207,Non,50
513,22,IL3,IL3_3,3,110,61.6116872,Non,46
513,22,CT4,CT4_5,5,110,30.14962686,Non,46
513,22,IR3,IR3_3,3,110,11.04536102,Non,46
410,23,IR3,IR3_11,11,110,108.9311709,Non,39
414,22,CT3,CT3_10,10,110,10.44030651,Non,48
512,35,CT2,CT2_5,5,110,100.124922,Non,46
512,35,CT2,CT2_10,10,110,47.01063709,Non,46
517,23,CT3,CT3_8,8,110,99.46356117,Non,52
517,23,CB3,CB3_3,3,110,25.8069758,Non,52
517,23,CL3,CL3_9,9,110,79.0569415,Non,52
517,23,IB1,IB1_6,6,110,26.17250466,Non,52
518,23,IL3,IL3_5,5,110,80.09993758,Non,66
515,20,CR3,CR3_8,8,111,43.03154424,Non,71
603,23,IT1,IT1_1,1,111,34.0147027,Non,82
603,23,CB2,CB2_4,4,111,36.12478374,Non,82
603,23,CT2,CT2_7,7,111,55.47071299,Non,82
603,23,CT2,CT2_9,9,111,39.05124838,Non,82
603,23,IL2,IL2_1,1,111,33.28663395,Non,82
002,22,IR3,IR3_10,10,111,51.2249939,Non,26
005,23,CT4,CT4_8,8,111,23.2594067,Non,39
006,18,IT1,IT1_3,3,111,18.38477631,Non,66
007,21,CR4,CR4_5,5,111,43.829214,Non,85
503,23,IB2,IB2_9,9,111,46.89068991,Non,55
409,22,IR2,IR2_2,2,111,57.20139858,Non,61
410,23,CR2,CR2_10,10,111,82.00609733,Non,39
411,22,IR3,IR3_10,10,111,55.1724569,Non,30
413,22,CL1,CL1_7,7,111,25.94224354,Non,47
413,22,IL2,IL2_2,2,111,18.02775638,Non,47
413,22,CB2,CB2_10,10,111,16.2788206,Non,47
516,23,IR2,IR2_1,1,111,56.63920903,Non,42
516,23,IR2,IR2_8,8,111,48.10405388,Non,42
517,23,IL4,IL4_6,6,111,75.53806987,Non,52
517,23,CR3,CR3_2,2,111,30.46309242,Non,52
518,23,CL4,CL4_7,7,111,52.32590181,Non,66
603,23,IT1,IT1_6,6,112,46.27094121,Non,82
